1.0,0.010083623533333332,0.00012707490666666665,9.74228e-06,1.0598239999999999e-05,9.6398e-06,1.39876e-05
1.0,0.010225669466666667,0.00010812170666666666,8.376560000000001e-06,1.308736e-05,2.18988e-05,5.35824e-05
1.0,0.010615886133333334,0.00012305109333333333,1.4742479999999998e-05,5.7744e-06,9.618666666666667e-06,5.95984e-05
1.0,0.0098293032,9.936213333333334e-05,9.193519999999999e-06,9.065706666666666e-06,2.1922666666666666e-05,1.3456e-06
1.0,0.010120161266666667,8.740056e-05,8.739880000000001e-06,7.658826666666666e-06,4.425266666666666e-06,3.364e-07
1.0,0.0102676112,0.00013365386666666667,1.1554e-05,1.4364906666666668e-05,2.4714933333333333e-05,3.3856e-06
1.0,0.0099894746,0.00010528792,9.50532e-06,9.27824e-06,2.57562e-05,1.521e-05
1.0,0.010135947066666666,0.00012715466666666668,1.217192e-05,8.428373333333333e-06,1.1108e-06,3.8416e-06
1.0,0.010185067333333332,0.00011298506666666667,1.8130160000000002e-05,1.4829226666666666e-05,1.01436e-05,3.5344e-06
1.0,0.010208137533333333,0.0001134044,1.3817e-05,9.681013333333333e-06,9.503933333333332e-06,3.20356e-05
1.0,0.010166088133333334,0.00011374963200000001,1.1597312e-05,1.0276629333333333e-05,1.3873466666666667e-05,1.868576e-05
