0,1.0493297164430957e-15,3.0917045806299655e-15,-1.4875972039523724e-16,1.3229778336668397e-15,9.189950158021132e-17,3.042747567385675e-16,8.799201139042122e-16,-1.1101811387502649e-15,-3.4850498935688995e-16,-7.59676805243248e-16,-5.444147861709607e-16,-4.077883608682388e-16,7.781627286289723e-16,-3.3226234788959333e-16,2.599674525496688e-16,-4.320787723089261e-16,-1.6462591753168077e-16,-2.8622973156819545e-16,2.8497578357593633e-16,6.754808198324772e-18,-5.2906445183583345e-17,-9.538451953159809e-17
1.0493297164430957e-15,0,-9.026380785620464e-15,1.331299586895154e-15,7.726420508965837e-16,3.7328173630705506e-16,-5.214049123131981e-16,-9.921498192327716e-16,-3.690495370575507e-16,4.059911385988711e-16,1.0897830904597113e-16,7.034105344932829e-16,6.527753735704655e-18,9.775355556322459e-16,-2.464513474852172e-16,5.617695610550741e-16,-6.442366152009047e-16,2.2999090010595546e-16,-4.862518255082217e-16,-5.449564845859267e-17,-2.2731003011289387e-16,1.0142818142122487e-15,-1.9335503124791675e-16
3.0917045806299655e-15,-9.026380785620464e-15,0,-4.20279421993511e-15,-3.1451094577952904e-15,-2.493060218582215e-15,-5.321274263242237e-16,-1.786773897539126e-15,2.4650428817909996e-16,-3.2267313750501247e-16,-8.990564449437821e-17,-7.400661507571136e-16,-9.257827603229196e-17,6.352609205507395e-18,-2.5629832291464866e-16,-1.6556837885864502e-17,-4.0148343386455127e-16,-8.67485490099468e-16,1.0220751249290584e-16,4.298120443439749e-16,6.237719291314699e-17,-1.8121666274723527e-16,6.115231332344507e-17
-1.4875972039523724e-16,1.331299586895154e-15,-4.20279421993511e-15,0,6.691938856593154e-16,-2.5837928529197576e-16,5.146278784109485e-16,-6.648690926788221e-16,9.074016393377168e-16,8.495632708199276e-16,-2.618491204678023e-16,4.649340718317065e-16,4.006631934840151e-16,-9.730618224273034e-17,1.7360523269162513e-16,-3.333312339286951e-16,-1.2121493837537715e-16,4.977725327038765e-16,-1.1188883280954362e-15,-2.0754820857351201e-16,-6.599131907058594e-16,1.38746345548958e-16,4.270872429701887e-16
1.3229778336668397e-15,7.726420508965837e-16,-3.1451094577952904e-15,6.691938856593154e-16,0,3.626245425883978e-15,4.829471640138602e-16,1.6187246852836873e-15,1.4924666741367115e-16,-5.945343374545849e-16,-3.6863281688751816e-16,-3.4649444199549705e-16,-2.9172146616582777e-16,-2.0156608534119176e-17,-9.070903355539293e-16,8.11623981574737e-17,-6.590446492648587e-16,5.511968627206975e-16,4.806170523156021e-16,-3.218518746316794e-16,3.520691825785661e-16,-3.517045712091473e-16,-2.783083779201378e-16
9.189950158021132e-17,3.7328173630705506e-16,-2.493060218582215e-15,-2.5837928529197576e-16,3.626245425883978e-15,0,3.672922592556155e-15,-5.412687081149774e-16,4.496207428807504e-16,1.371551634405799e-15,-3.9674459667950856e-16,2.1606320999939965e-16,6.02600627371878e-16,1.5501644256157413e-17,5.163513660966494e-16,-2.7206808873311695e-16,-3.275751101884783e-16,-4.343462289209168e-17,-1.9947507207106466e-16,1.9529662397535651e-16,-3.729826330431177e-16,9.54312514105715e-17,-5.417437986520105e-16
3.042747567385675e-16,-5.214049123131981e-16,-5.321274263242237e-16,5.146278784109485e-16,4.829471640138602e-16,3.672922592556155e-15,0,8.046998432424418e-16,9.65212465449083e-16,-2.330775037846064e-15,-1.9570206144614e-15,1.9887523762568722e-16,4.37148534804048e-16,-2.1275376316139153e-16,-2.652660624183626e-16,-5.6767076171389e-17,4.751746769658107e-17,8.374318902667819e-16,-2.1377784766959936e-16,1.6862662220958133e-16,4.2221330707441215e-17,-1.591387655815387e-16,4.238463571767351e-16
8.799201139042122e-16,-9.921498192327716e-16,-1.786773897539126e-15,-6.648690926788221e-16,1.6187246852836873e-15,-5.412687081149774e-16,8.046998432424418e-16,0,-2.0736600968683633e-15,1.5539086834289486e-16,-6.3628262199759695e-16,-1.1789514496734951e-15,-8.029639588225038e-16,5.472792132364847e-17,-1.9894267189572976e-16,2.8386035445070597e-16,-6.370824505479331e-16,-2.656937648963789e-16,-1.7365673010119297e-16,1.6669576223668605e-16,-5.363460179102222e-17,-6.13294135900345e-17,-1.4920476537782426e-16
-1.1101811387502649e-15,-3.690495370575507e-16,2.4650428817909996e-16,9.074016393377168e-16,1.4924666741367115e-16,4.496207428807504e-16,9.65212465449083e-16,-2.0736600968683633e-15,0,9.455526320579741e-17,-1.8385043349348987e-15,2.2598982151986003e-15,-2.4917475214697322e-15,5.787834977636762e-16,9.036736207515134e-16,-5.181074558578887e-17,5.073651850033448e-17,-1.8354577137640948e-16,1.0697737453818239e-16,-1.4410733580678076e-17,7.594961110281536e-17,2.886476275000031e-16,3.70533454989189e-17
-3.4850498935688995e-16,4.059911385988711e-16,-3.2267313750501247e-16,8.495632708199276e-16,-5.945343374545849e-16,1.371551634405799e-15,-2.330775037846064e-15,1.5539086834289486e-16,9.455526320579741e-17,0,1.037289644162616e-15,2.4429968227905614e-16,-1.3373223770937092e-15,-1.0457384273290162e-15,-4.536741507013274e-16,7.404704389028413e-16,-2.4548455444479177e-16,-2.230083412399132e-16,3.991630846969803e-17,2.7515429233092754e-16,-1.2258464152388125e-16,1.7393086007859237e-17,-3.6816990247711834e-16
