0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0,-9.929856842698623,-10.009415321932288,-10.065741468285635,-10.140724804089608,-10.146933424816401,-10.159110869638013,-10.206515124899552,-10.268708190355053,-10.399524432476108,-10.539215258202065,-10.732361104398594
1.0,-9.929856842698623,0,-10.159692463007016,-10.202168674326835,-10.30145630189963,-10.262661483526003,-10.255563341960107,-10.317003527597779,-10.400405278849387,-10.589882636071907,-10.782296103297877,-11.04778488133593
1.0,-10.009415321932288,-10.159692463007016,0,-10.267813728184725,-10.435676958367237,-10.304952749886343,-10.27871951650107,-10.373108480485932,-10.49154033253001,-10.76156834459113,-11.017377834914175,-11.36617840307143
1.0,-10.065741468285635,-10.202168674326835,-10.267813728184725,0,-10.669047744845981,-10.264711232525665,-10.236183856800718,-10.405672582765302,-10.5811155830253,-10.964317467280111,-11.295378960988458,-11.740605980794067
1.0,-10.140724804089608,-10.30145630189963,-10.435676958367237,-10.669047744845981,0,-9.737848590329381,-10.015924311506687,-10.405656702859616,-10.68487626619017,-11.23459670958814,-11.652218707761543,-12.207936827392857
1.0,-10.146933424816401,-10.262661483526003,-10.304952749886343,-10.264711232525665,-9.737848590329381,0,-10.362802069798773,-10.86954973716651,-11.124526837631521,-11.825579203862109,-12.274751802864953,-12.91762431216478
1.0,-10.159110869638013,-10.255563341960107,-10.27871951650107,-10.236183856800718,-10.015924311506687,-10.362802069798773,0,-11.482184976820047,-11.558402210394966,-12.51319257858363,-12.956061213487843,-13.696060720305818
1.0,-10.206515124899552,-10.317003527597779,-10.373108480485932,-10.405672582765302,-10.405656702859616,-10.86954973716651,-11.482184976820047,0,-11.648398808609517,-13.322143768702519,-13.66620849129027,-14.531931274707606
1.0,-10.268708190355053,-10.400405278849387,-10.49154033253001,-10.5811155830253,-10.68487626619017,-11.124526837631521,-11.558402210394966,-11.648398808609517,0,-15.26250291811454,-14.629177065283796,-15.574500082555021
1.0,-10.399524432476108,-10.589882636071907,-10.76156834459113,-10.964317467280111,-11.23459670958814,-11.825579203862109,-12.51319257858363,-13.322143768702519,-15.26250291811454,0,-13.905698117061226,-16.05905713902023
1.0,-10.539215258202065,-10.782296103297877,-11.017377834914175,-11.295378960988458,-11.652218707761543,-12.274751802864953,-12.956061213487843,-13.66620849129027,-14.629177065283796,-13.905698117061226,0,-18.489456581563854
1.0,-10.732361104398594,-11.04778488133593,-11.36617840307143,-11.740605980794067,-12.207936827392857,-12.91762431216478,-13.696060720305818,-14.531931274707606,-15.574500082555021,-16.05905713902023,-18.489456581563854,0
