0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0,-2.184252778647533e-12,1.1210040460685612e-07,4.4464972605690655e-08,-5.792698098971982e-09,-4.9317449638654536e-08,-6.140523344235257e-08,-4.0609962984631205e-08,-4.918621712808167e-08,-5.719542239823738e-08,-2.6389573834754887e-08,-6.666195151439069e-09,-1.7880198210917797e-08,-9.628575936559969e-09,-1.9459931556080907e-08,-1.6799872720789152e-08,-2.3505096426568954e-08,-2.7519664769215524e-08,-3.103072554466735e-08,0.13334183956344414
1.0,-2.184252778647533e-12,0,4.768347767747372e-07,6.811755737246017e-08,-1.302226391164396e-07,-1.6824092882515515e-07,-1.3127977477921763e-07,-1.6839422713127128e-07,-1.1692120875838713e-07,-1.1105765950323505e-07,-8.700962647253921e-08,-2.647232612569422e-08,-5.389920803830217e-08,-3.282922622638296e-08,-5.788861034972115e-08,-5.3072260036891935e-08,-6.524127253427556e-08,-7.505795783480498e-08,-8.232480752463129e-08,0.35058121592509384
1.0,1.1210040460685612e-07,4.768347767747372e-07,0,-9.536773954987865e-07,-2.650507736141357e-07,-2.378293740009181e-07,-1.390547456558539e-07,-3.088603569126363e-07,-3.4902430316572705e-07,-3.088691193654865e-07,-2.012662447613933e-07,-7.169975480003643e-08,-1.3796541072811628e-07,-7.716215859391683e-08,-1.1226427342358037e-07,-8.603814724727549e-08,-1.3777010991388303e-07,-1.2840390905951873e-07,-1.6153909345014597e-07,0.6374802109107629
1.0,4.4464972605690655e-08,6.811755737246017e-08,-9.536773954987865e-07,0,2.325249232255582e-07,-3.4812632753033537e-07,-4.039156626965855e-07,-1.4763219424729357e-07,-1.6167467793755482e-07,-9.265924496554928e-08,2.5950285969616797e-07,3.1756938907272097e-07,2.9484671903277364e-07,3.0247811132426663e-07,2.5761402553004477e-07,2.787362644735041e-07,1.70565141899078e-07,1.3399211915111879e-07,1.1427668825175876e-07,1.009148117588397
1.0,-5.792698098971982e-09,-1.302226391164396e-07,-2.650507736141357e-07,2.325249232255582e-07,0,-9.536773808438426e-07,-1.1757083280289332e-07,5.720743183612598e-07,2.564634469883497e-07,2.8695757526169455e-07,6.827182107638707e-07,6.265105751595827e-07,5.059605354727138e-07,4.53837643477231e-07,4.741579889370791e-07,4.4064497203679674e-07,4.846899015543323e-07,3.026832621735908e-07,3.1193582921156234e-07,1.4890392089269706
1.0,-4.9317449638654536e-08,-1.6824092882515515e-07,-2.378293740009181e-07,-3.4812632753033537e-07,-9.536773808438426e-07,0,1.1920895156558586e-06,1.8686807605750033e-06,2.0746665652451055e-06,6.295506928670178e-07,6.809731112114895e-07,7.289188490795664e-07,6.52015466946579e-07,6.213776458494845e-07,6.607263450593844e-07,5.420056857366879e-07,3.741666732417859e-07,4.2330933808668824e-07,2.643115013005829e-07,2.109811071407834
1.0,-6.140523344235257e-08,-1.3127977477921763e-07,-1.390547456558539e-07,-4.039156626965855e-07,-1.1757083280289332e-07,1.1920895156558586e-06,0,2.8610125923922425e-06,7.659185052855122e-08,2.429388420056559e-07,1.67423994030067e-06,9.730638918225438e-07,6.360517849538903e-07,8.149280952114942e-07,5.054825240698353e-07,4.4517644629613033e-07,1.9626580424096176e-07,9.675809770979926e-08,-6.6149878907850734e-09,2.917024679724411
1.0,-4.0609962984631205e-08,-1.6839422713127128e-07,-3.088603569126363e-07,-1.4763219424729357e-07,5.720743183612598e-07,1.8686807605750033e-06,2.8610125923922425e-06,0,-2.1192781129143496e-06,-1.0709290612087585e-06,2.22571358932111e-06,7.791683183542926e-07,7.856828310952275e-07,7.226293650383327e-07,1.5020965415946108e-07,1.10635791828345e-07,-2.64222976956865e-07,-2.9618854438079093e-07,-4.2233818507557063e-07,3.9752419652164948
1.0,-4.918621712808167e-08,-1.1692120875838713e-07,-3.4902430316572705e-07,-1.6167467793755482e-07,2.564634469883497e-07,2.0746665652451055e-06,7.659185052855122e-08,-2.1192781129143496e-06,0,1.981519061161645e-06,1.1472424569725586e-06,1.137411775552571e-06,1.6025123943386177e-06,1.1249946879397158e-06,2.4685536075550715e-07,1.6595996321644435e-07,-3.6579366566767473e-07,-4.5369606104576895e-07,-5.833922311014722e-07,5.377927578769524
1.0,-5.719542239823738e-08,-1.1105765950323505e-07,-3.088691193654865e-07,-9.265924496554928e-08,2.8695757526169455e-07,6.295506928670178e-07,2.429388420056559e-07,-1.0709290612087585e-06,1.981519061161645e-06,0,8.247900810774239e-07,1.7279478671947368e-06,-6.78527391901036e-07,-1.2353033445360138e-07,-1.1290625558475947e-06,-1.0389783082869775e-06,-1.343157364377276e-06,-1.2468699040280128e-06,-1.2764079614384977e-06,7.263894303320206
1.0,-2.6389573834754887e-08,-8.700962647253921e-08,-2.012662447613933e-07,2.5950285969616797e-07,6.827182107638707e-07,6.809731112114895e-07,1.67423994030067e-06,2.22571358932111e-06,1.1472424569725586e-06,8.247900810774239e-07,0,1.0603799666123333e-06,-2.121656376065126e-06,-4.701988860267292e-06,-1.333655942036856e-06,-1.7387427647068813e-06,-1.2627152217343196e-06,-1.7341110129396735e-06,-1.3780276879207722e-06,9.845556330467677
1.0,-6.666195151439069e-09,-2.647232612569422e-08,-7.169975480003643e-08,3.1756938907272097e-07,6.265105751595827e-07,7.289188490795664e-07,9.730638918225438e-07,7.791683183542926e-07,1.137411775552571e-06,1.7279478671947368e-06,1.0603799666123333e-06,0,-4.6479053137013705e-06,-4.287686808046587e-06,-5.81652639808361e-06,-2.7829763689916262e-06,-1.9997882325023867e-06,-1.931691055608227e-06,-1.7324204961383026e-06,13.459887831652438
