0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1.0,0,-15.249237972317163,-15.249238033450316,-15.249237995242535,-15.249238003728763,-15.24923799435002,-15.249237996602622,-15.249237986383722,-15.24923799080425,-15.24923799140443,-15.24923799998385,-15.249237989878337,-15.249237988060175,-15.249237986620559,-15.249237987610503,-15.24923798609742,-15.249237986712473,-15.249237985067637,-15.249237981699025,-15.249237985807055,-15.249237981997018,-15.274387009725235
1.0,-15.249237972317163,0,-15.249238170999961,-15.249237997862872,-15.24923800259041,-15.249237988910453,-15.24923798853672,-15.249237977553175,-15.249238012658644,-15.249238000331783,-15.249238007384943,-15.249237996691345,-15.249238001692998,-15.249237999299888,-15.249237991996052,-15.249237992791045,-15.249237998059936,-15.249237992702817,-15.249237986489105,-15.249237984518242,-15.24923798940862,-15.282983182248742
1.0,-15.249238033450316,-15.249238170999961,0,-15.249237958935408,-15.249238038738756,-15.249237895016574,-15.249237934676309,-15.24923792803679,-15.249237986155375,-15.249237992898081,-15.2492379914634,-15.249237992764789,-15.249238015156202,-15.24923799389553,-15.24923799183658,-15.249237982583812,-15.249237992733242,-15.249237981489642,-15.249237971436344,-15.249237970183623,-15.24923797779898,-15.292257490561841
1.0,-15.249237995242535,-15.249237997862872,-15.249237958935408,0,-15.249237730216429,-15.249238044608752,-15.249237954146912,-15.249237924001202,-15.249238033504996,-15.24923804475251,-15.24923801298857,-15.249238016014868,-15.249238037182272,-15.249238021156463,-15.249238007647435,-15.249237996452552,-15.249238003572819,-15.249237993319223,-15.249237977995584,-15.24923797567544,-15.249237984670296,-15.30271286606651
1.0,-15.249238003728763,-15.24923800259041,-15.249238038738756,-15.249237730216429,0,-15.24923761203881,-15.249237759346073,-15.249237830107845,-15.2492379470332,-15.249237974027368,-15.24923797986113,-15.249237978471992,-15.24923801475694,-15.249237992574914,-15.249237983485408,-15.249237962509463,-15.249237986455642,-15.249237963733071,-15.249237944309165,-15.249237951917115,-15.24923796334414,-15.314813757413233
1.0,-15.24923799435002,-15.249237988910453,-15.249237895016574,-15.249238044608752,-15.24923761203881,0,-15.249237958020498,-15.249238112393622,-15.249237876937219,-15.249238054521953,-15.249238114008225,-15.249238068369694,-15.249238062567073,-15.24923805035171,-15.249238043335028,-15.249238048740974,-15.249238050665712,-15.249238034569805,-15.249238003423637,-15.249237999149685,-15.249238013831617,-15.329077707364762
1.0,-15.249237996602622,-15.24923798853672,-15.249237934676309,-15.249237954146912,-15.249237759346073,-15.249237958020498,0,-15.249237753363284,-15.249238118343028,-15.249238109354199,-15.249238051539708,-15.249238049358015,-15.249238108510006,-15.249238026110898,-15.249238000118543,-15.249237956478515,-15.249237998947732,-15.249237956489715,-15.249237929703684,-15.249237936015897,-15.249237956653928,-15.346145151165931
1.0,-15.249237986383722,-15.249237977553175,-15.24923792803679,-15.249237924001202,-15.249237830107845,-15.249238112393622,-15.249237753363284,0,-15.249237719085327,-15.249238139832654,-15.24923801308745,-15.24923807223414,-15.249238090086239,-15.249238027563361,-15.249237989807014,-15.249237931260843,-15.249237990515752,-15.249237935662595,-15.249237913672555,-15.249237925152787,-15.249237943007612,-15.366852103529348
1.0,-15.24923799080425,-15.249238012658644,-15.249237986155375,-15.249238033504996,-15.2492379470332,-15.249237876937219,-15.249238118343028,-15.249237719085327,0,-15.24923776316165,-15.249237778414072,-15.249238011074548,-15.249237922771378,-15.249237814147513,-15.249237845701527,-15.24923788312432,-15.249237888734891,-15.249237894519373,-15.24923787118215,-15.249237893410296,-15.249237900801031,-15.392326553465738
