0,1.609767124784285e-15,9.428121352377321e-16,-0.23663973871755004,-0.28559632853659006,-0.2753802664883189,-0.25041026737833394,-0.2236662324655473,-0.19863452969693188,-0.17866726997428192,-0.16021486136285537,-0.14653575719230688,-0.13598543259192133,-0.12708358901030323,-0.11453945163164231,-0.12074374629180681,-0.08216905302358432
1.609767124784285e-15,0,-6.186021384190087e-15,-0.3943995645292491,-0.38895453635196225,-0.3333087663582321,-0.28070593425494766,-0.23766484168804877,-0.20287556092165324,-0.17752868098847552,-0.15561350845192476,-0.14028390405235494,-0.1290171675418966,-0.11981785034003416,-0.10651965600303127,-0.11462049603503195,-0.07198937239037914
9.428121352377321e-16,-6.186021384190087e-15,0,-0.7887991290585047,-0.5167910390768566,-0.3694041327238132,-0.2813220212329822,-0.22372853548443813,-0.18298126198581863,-0.1562712368033066,-0.13420990241089223,-0.12009509833961558,-0.11045055622957198,-0.1028124547127862,-0.09008459903582124,-0.1016905672105665,-0.05509928425655467
-0.23663973871755004,-0.3943995645292491,-0.7887991290585047,0,-0.24478294909520404,-0.18047683182790503,-0.14281731503961004,-0.11758831746899653,-0.09863869214265047,-0.08839510829175452,-0.0777874724291265,-0.07307436300462387,-0.07090505953957045,-0.06906830259973333,-0.059843162995448895,-0.07788719335713594,-0.02804049481732593
-0.28559632853659006,-0.38895453635196225,-0.5167910390768566,-0.24478294909520404,0,-0.1161707145606001,-0.09627559809164832,-0.08170296020970713,-0.06952762765654082,-0.06557320401738256,-0.058455359129537865,-0.0573970006738069,-0.05822948806781179,-0.05856049403435915,-0.04956856696845493,-0.07233236839492131,-0.015671535458559527
-0.2753802664883189,-0.3333087663582321,-0.3694041327238132,-0.18047683182790503,-0.1161707145606001,0,-0.07638048162269921,-0.06535616279876473,-0.05526656267448277,-0.05543479557248426,-0.049323805203657096,-0.05057207402511202,-0.05331891492979201,-0.054814716252909276,-0.04477355933011423,-0.07254805331381918,-0.006407800734913282
-0.25041026737833394,-0.28070593425494766,-0.2813220212329822,-0.14281731503961004,-0.09627559809164832,-0.07638048162269921,0,-0.05433184397483031,-0.04486538965032077,-0.05031832550940282,-0.04380952701827867,-0.04731197817534458,-0.05177508672415126,-0.054030795429458475,-0.04193247492903169,-0.0758300845896938,0.002932401417354296
-0.2236662324655473,-0.23766484168804877,-0.22372853548443813,-0.11758831746899653,-0.08170296020970713,-0.06535616279876473,-0.05433184397483031,0,-0.035398935325811266,-0.05079813130728749,-0.040795030671656934,-0.046904260830200245,-0.05299097801032489,-0.055543777406812204,-0.04004263128694001,-0.08189300834821392,0.013834559611946884
-0.19863452969693188,-0.20287556092165324,-0.18298126198581863,-0.09863869214265047,-0.06952762765654082,-0.05526656267448277,-0.04486538965032077,-0.035398935325811266,0,-0.06619732728876847,-0.03925936224173145,-0.04919104169450593,-0.0567977334009601,-0.058932547466064425,-0.03803428243786963,-0.09084934097673134,0.028141316003137056
-0.17866726997428192,-0.17752868098847552,-0.1562712368033066,-0.08839510829175452,-0.06557320401738256,-0.05543479557248426,-0.05031832550940282,-0.05079813130728749,-0.06619732728876847,0,-0.01232139719469243,-0.046832839647346775,-0.05942197823060604,-0.06136101998989492,-0.032687175777692215,-0.10211999580199155,0.049435989129158676
-0.16021486136285537,-0.15561350845192476,-0.13420990241089223,-0.0777874724291265,-0.058455359129537865,-0.049323805203657096,-0.04380952701827867,-0.040795030671656934,-0.03925936224173145,-0.01232139719469243,0,-0.08134428209999896,-0.07931855143699543,-0.0722788274727347,-0.027768322582515968,-0.12198503367997394,0.07854838633949941
-0.14653575719230688,-0.14028390405235494,-0.12009509833961558,-0.07307436300462387,-0.0573970006738069,-0.05057207402511202,-0.04731197817534458,-0.046904260830200245,-0.04919104169450593,-0.046832839647346775,-0.08134428209999896,0,-0.0772928207739874,-0.06691043460889508,-0.0028288737054844074,-0.14470804879273955,0.13024418293748016
-0.13598543259192133,-0.1290171675418966,-0.11045055622957198,-0.07090505953957045,-0.05822948806781179,-0.05331891492979201,-0.05177508672415126,-0.05299097801032489,-0.0567977334009601,-0.05942197823060604,-0.07931855143699543,-0.0772928207739874,0,-0.05652804844379525,0.04335296228515204,-0.19255671834105012,0.21151587390058593
-0.12708358901030323,-0.11981785034003416,-0.1028124547127862,-0.06906830259973333,-0.05856049403435915,-0.054814716252909276,-0.054030795429458475,-0.055543777406812204,-0.058932547466064425,-0.06136101998989492,-0.0722788274727347,-0.06691043460889508,-0.05652804844379525,0,0.14323397301410604,-0.31653616851553434,0.3515624449341573
-0.11453945163164231,-0.10651965600303127,-0.09008459903582124,-0.059843162995448895,-0.04956856696845493,-0.04477355933011423,-0.04193247492903169,-0.04004263128694001,-0.03803428243786963,-0.032687175777692215,-0.027768322582515968,-0.0028288737054844074,0.04335296228515204,0.14323397301410604,0,-0.7763063100451701,0.643704806724072
-0.12074374629180681,-0.11462049603503195,-0.1016905672105665,-0.07788719335713594,-0.07233236839492131,-0.07254805331381918,-0.0758300845896938,-0.08189300834821392,-0.09084934097673134,-0.10211999580199155,-0.12198503367997394,-0.14470804879273955,-0.19255671834105012,-0.31653616851553434,-0.7763063100451701,0,2.063715923493309
-0.08216905302358432,-0.07198937239037914,-0.05509928425655467,-0.02804049481732593,-0.015671535458559527,-0.006407800734913282,0.002932401417354296,0.013834559611946884,0.028141316003137056,0.049435989129158676,0.07854838633949941,0.13024418293748016,0.21151587390058593,0.3515624449341573,0.643704806724072,2.063715923493309,0
