0,-7.823098021072518e-17,-0.5894302312246735,-1.409062957478978,-2.4786657003598522,-3.4644013879646907,-4.324338724805,-5.0613393425835,-5.687996629882542,-6.226987790767692,-6.693561925166132,-7.102242552181815,-7.457273817436356,-7.774307417711869,-8.063218074653493,-8.30756869968478,-8.551245233976386,-8.768907436792905,-8.551168878260762
-7.823098021072518e-17,0,-3.5365813873480185,-4.696876524929927,-6.196664250899622,-7.275242914725852,-8.072098952969332,-8.676581730143134,-9.141423155168376,-9.513453569228426,-9.817224156910322,-10.072271255821484,-10.28199874828346,-10.465413831535216,-10.632815043499116,-10.760279458639323,-10.902837673319898,-11.025611556555788,-10.619098606990486
-0.5894302312246735,-3.5365813873480185,0,-7.0174668000937315,-9.163293833510801,-10.1337993281188,-10.710573272939161,-11.089836396807451,-11.346269326609496,-11.536840585792717,-11.683353310051723,-11.802911901763894,-11.892240227173138,-11.971640699314982,-12.049858455881763,-12.092280411429238,-12.167404074595416,-12.227888605017078,-11.643216340463601
-1.409062957478978,-4.696876524929927,-7.0174668000937315,0,-12.535307743166227,-12.51354939653564,-12.564150958735093,-12.60816814737912,-12.625218538846593,-12.6418229618873,-12.655821109661552,-12.672490400560674,-12.675714247280895,-12.686314236213994,-12.71026499167704,-12.699103078362858,-12.738830429578803,-12.766343506801118,-12.004104351109856
-2.4786657003598522,-6.196664250899622,-9.163293833510801,-12.535307743166227,0,-12.483087711252841,-12.601614688725522,-12.66225438698176,-12.67176858051037,-12.684657214033484,-12.69559760226449,-12.711580700228337,-12.709636519608003,-12.718923799281603,-12.746058449347686,-12.727632660236395,-12.774868412625233,-12.80573824211877,-11.863292299324788
-3.4644013879646907,-7.275242914725852,-10.1337993281188,-12.51354939653564,-12.483087711252841,0,-12.7566115054206,-12.77486278798232,-12.740659474428115,-12.737339337169507,-12.739135989219676,-12.752017355006846,-12.74146863311832,-12.74858853136739,-12.779849350840603,-12.751625569640202,-12.808669681539685,-12.843602777172586,-11.676610369369245
-4.324338724805,-8.072098952969332,-10.710573272939161,-12.564150958735093,-12.601614688725522,-12.7566115054206,0,-12.797676891184492,-12.719515904496596,-12.723593056004168,-12.73118433705808,-12.75231978056588,-12.737394480479406,-12.747918263165024,-12.789564703351765,-12.751387910348358,-12.824229348530762,-12.866208811874964,-11.417414727393323
-5.0613393425835,-8.676581730143134,-11.089836396807451,-12.60816814737912,-12.66225438698176,-12.77486278798232,-12.797676891184492,0,-12.624899973242872,-12.692709547748235,-12.719387351848852,-12.755861421927033,-12.733212839201684,-12.74887301737297,-12.80490042099163,-12.751924275269973,-12.845724716768395,-12.895874185535133,-11.085306461880315
-5.687996629882542,-9.141423155168376,-11.346269326609496,-12.625218538846593,-12.67176858051037,-12.740659474428115,-12.719515904496596,-12.624899973242872,0,-12.77284813580001,-12.769806601277942,-12.805668027920103,-12.753492992681828,-12.770064357598644,-12.842271257834968,-12.763535471663014,-12.883982052608966,-12.942052198895889,-10.657644332665686
-6.226987790767692,-9.513453569228426,-11.536840585792717,-12.6418229618873,-12.684657214033484,-12.737339337169507,-12.723593056004168,-12.692709547748235,-12.77284813580001,0,-12.76627842123238,-12.832916096879325,-12.736111253371181,-12.767288933222979,-12.871023926175168,-12.755938512962619,-12.917817222048159,-12.986992551863876,-10.072248487066604
-6.693561925166132,-9.817224156910322,-11.683353310051723,-12.655821109661552,-12.69559760226449,-12.739135989219676,-12.73118433705808,-12.719387351848852,-12.769806601277942,-12.76627842123238,0,-12.909073440475819,-12.68742009004951,-12.760217866434356,-12.91740919332319,-12.740537322122687,-12.965131314040232,-13.04654816362156,-9.269384689823431
-7.102242552181815,-10.072271255821484,-11.802911901763894,-12.672490400560674,-12.711580700228337,-12.752017355006846,-12.75231978056588,-12.755861421927033,-12.805668027920103,-12.832916096879325,-12.909073440475819,0,-12.437166307310124,-12.728148152765709,-12.993393371541488,-12.703151136483068,-13.030967966531627,-13.124839054453966,-8.131207937629696
-7.457273817436356,-10.28199874828346,-11.892240227173138,-12.675714247280895,-12.709636519608003,-12.74146863311832,-12.737394480479406,-12.733212839201684,-12.753492992681828,-12.736111253371181,-12.68742009004951,-12.437166307310124,0,-13.053363156510226,-13.309595494428848,-12.699849280548186,-13.184827006360928,-13.269951950227108,-6.483364466737859
-7.774307417711869,-10.465413831535216,-11.971640699314982,-12.686314236213994,-12.718923799281603,-12.74858853136739,-12.747918263165024,-12.74887301737297,-12.770064357598644,-12.767288933222979,-12.760217866434356,-12.728148152765709,-13.053363156510226,0,-13.593528625636045,-12.339126470588722,-13.275871540639013,-13.367015248658477,-3.847227009312071
-8.063218074653493,-10.632815043499116,-12.049858455881763,-12.71026499167704,-12.746058449347686,-12.779849350840603,-12.789564703351765,-12.80490042099163,-12.842271257834968,-12.871023926175168,-12.91740919332319,-12.993393371541488,-13.309595494428848,-13.593528625636045,0,-10.959284100036806,-13.495672230347438,-13.533775988244223,0.47635601186375925
-8.30756869968478,-10.760279458639323,-12.092280411429238,-12.699103078362858,-12.727632660236395,-12.751625569640202,-12.751387910348358,-12.751924275269973,-12.763535471663014,-12.755938512962619,-12.740537322122687,-12.703151136483068,-12.699849280548186,-12.339126470588722,-10.959284100036806,0,-16.268003442547553,-14.525499392882464,7.899329856449963
-8.551245233976386,-10.902837673319898,-12.167404074595416,-12.738830429578803,-12.774868412625233,-12.808669681539685,-12.824229348530762,-12.845724716768395,-12.883982052608966,-12.917817222048159,-12.965131314040232,-13.030967966531627,-13.184827006360928,-13.275871540639013,-13.495672230347438,-16.268003442547553,0,-12.631473251942149,25.096225173469545
