0,-1.4307585053308325e-17,-0.41075495652542293,-1.1458675113550856,-2.2188921661011833,-3.2516827321921635,-4.155338753646657,-4.93035822400624,-5.595087314921842,-6.16724895424122,-6.6626047371789525,-7.094391709487716,-7.473866990397866,-7.80949998429156,-8.10821086295101,-8.375686419943358,-8.61659780816111,-8.834410886189648,-9.031380733159166,-9.212983111923675,-9.378399074985667,-9.531270577196713,-9.669287980861881,-9.808839655567828,-9.944164303164388
-1.4307585053308325e-17,0,-2.4645297391525136,-3.8195583711836227,-5.547230415252954,-6.828533737603542,-7.756632340140433,-8.452042669724982,-8.992104613267252,-9.42218590231298,-9.771820281195795,-10.061137333455312,-10.304877214033421,-10.51278844039249,-10.692146192902424,-10.848508124879013,-10.98616220540542,-11.107972511311987,-11.215440126145369,-11.314189786572934,-11.402158875377316,-11.482911695384617,-11.552915509601204,-11.631035164704938,-11.709613762784143
-0.41075495652542293,-2.4645297391525136,0,-6.529615635245828,-8.979983667371313,-10.169489011225165,-10.837779913705068,-11.263190564544878,-11.55966956791454,-11.77686400904192,-11.941771274234034,-12.0706395664652,-12.174659604411508,-12.260102020030969,-12.331436164226089,-12.391962364939674,-12.444134072934979,-12.489193141529247,-12.527157602877157,-12.563472145481317,-12.594346583889525,-12.623124955983299,-12.64476297828667,-12.680983372686299,-12.72187165156281
-1.1458675113550856,-3.8195583711836227,-6.529615635245828,0,-12.830562003568529,-12.97501429647783,-13.013261279058474,-13.031797135556264,-13.048154888362234,-13.060581219432738,-13.069193020395524,-13.074912104133082,-13.07979829061723,-13.083684085783306,-13.086766839982966,-13.08939374652989,-13.091891998494226,-13.093777354056792,-13.093577166607105,-13.096845970005807,-13.09799750112194,-13.10039969794526,-13.097469183923959,-13.114505216278403,-13.139089791820876
-2.2188921661011833,-5.547230415252954,-8.979983667371313,-12.830562003568529,0,-13.177247506550865,-13.127390485051913,-13.109896706300933,-13.110287578277733,-13.112654222598184,-13.113706209795732,-13.113402448289136,-13.113826474189098,-13.114146365328843,-13.114296103417823,-13.114512905384455,-13.115055825885225,-13.115200320255006,-13.113074504965896,-13.115474200366403,-13.11545530840234,-13.117095341537834,-13.112508478343543,-13.131646703431489,-13.159417466130604
-3.2516827321921635,-6.828533737603542,-10.169489011225165,-12.97501429647783,-13.177247506550865,0,-13.062192841553259,-13.069779683550538,-13.0883912550363,-13.099626030666629,-13.10478117100356,-13.106387234860929,-13.10833712939516,-13.10969261204599,-13.110550290196615,-13.111325117620865,-13.112393102306438,-13.11286158227716,-13.110469022590655,-13.113635128767937,-13.113767338990677,-13.115863633973742,-13.110505902528349,-13.133206526275615,-13.165624263851774
-4.155338753646657,-7.756632340140433,-10.837779913705068,-13.013261279058474,-13.127390485051913,-13.062192841553259,0,-13.079263236047176,-13.107925599684465,-13.117770978167691,-13.119397147905774,-13.117630253206224,-13.11773735548971,-13.117705695703751,-13.117453962841305,-13.117405382676575,-13.117939392440386,-13.117846872130743,-13.114325682497132,-13.117809010478851,-13.117577090485588,-13.119761361726571,-13.11307172555632,-13.139677210851387,-13.177220415635787
-4.93035822400624,-8.452042669724982,-11.263190564544878,-13.031797135556264,-13.109896706300933,-13.069779683550538,-13.079263236047176,0,-13.142622145140168,-13.138546672358682,-13.131661417600542,-13.124602258289103,-13.122754029253361,-13.121507779456065,-13.120390241142392,-13.119804292988306,-13.120116526839206,-13.119694880177565,-13.115070632433769,-13.11927251589616,-13.118837044768462,-13.121345743882525,-13.113222328941431,-13.144694514026778,-13.188403698705446
-5.595087314921842,-8.992104613267252,-11.55966956791454,-13.048154888362234,-13.110287578277733,-13.0883912550363,-13.107925599684465,-13.142622145140168,0,-13.133730204525927,-13.12434439630059,-13.11627045088024,-13.116475379245342,-13.116517165275951,-13.116190098175194,-13.116280375967936,-13.117327152439278,-13.117233744616346,-13.111767733410533,-13.117401691478193,-13.11708776509082,-13.12031092465649,-13.110680402062124,-13.148285817094768,-13.199472733866765
-6.16724895424122,-9.42218590231298,-11.77686400904192,-13.060581219432738,-13.112654222598184,-13.099626030666629,-13.117770978167691,-13.138546672358682,-13.133730204525927,0,-13.113456858759212,-13.105973231992436,-13.111119835451152,-13.113129984967623,-13.11366384502674,-13.114411902453314,-13.116200044512569,-13.116286449601636,-13.10948391888331,-13.11686608970134,-13.11654918781559,-13.120539088133663,-13.108912915416633,-13.153953376097842,-13.213963635366
-6.6626047371789525,-9.771820281195795,-11.941771274234034,-13.069193020395524,-13.113706209795732,-13.10478117100356,-13.119397147905774,-13.131661417600542,-13.12434439630059,-13.113456858759212,0,-13.097420515687523,-13.112113381014955,-13.114862069387753,-13.115022595468005,-13.115677102129341,-13.117799177745658,-13.117570866015285,-13.10854154721188,-13.11804799310391,-13.117478628980685,-13.122254581075595,-13.107943734848988,-13.162099974396144,-13.232595185424081
-7.094391709487716,-10.061137333455312,-12.0706395664652,-13.074912104133082,-13.113402448289136,-13.106387234860929,-13.117630253206224,-13.124602258289103,-13.11627045088024,-13.105973231992436,-13.097420515687523,0,-13.128702099933049,-13.122826398579619,-13.119314868524413,-13.118700239116455,-13.12078195629221,-13.119718977849027,-13.1073568160058,-13.119811393827968,-13.118798019374896,-13.124526985966249,-13.106709285423575,-13.172324803926365,-13.255484836866396
-7.473866990397866,-10.304877214033421,-12.174659604411508,-13.07979829061723,-13.113826474189098,-13.10833712939516,-13.11773735548971,-13.122754029253361,-13.116475379245342,-13.111119835451152,-13.112113381014955,-13.128702099933049,0,-13.116259438243482,-13.114335220444612,-13.115727390053232,-13.119903530533795,-13.118677820588147,-13.102233664336616,-13.119700987155854,-13.118423100332587,-13.125688677599662,-13.103475972769786,-13.183949677751778,-13.282718924160141
-7.80949998429156,-10.51278844039249,-12.260102020030969,-13.083684085783306,-13.114146365328843,-13.10969261204599,-13.117705695703751,-13.121507779456065,-13.116517165275951,-13.113129984967623,-13.114862069387753,-13.122826398579619,-13.116259438243482,0,-13.112202979100012,-13.116032205560971,-13.122472338836035,-13.119711523449787,-13.096401200446449,-13.121424990431334,-13.11937304131651,-13.128473617362141,-13.100157722452327,-13.19990608013214,-13.317831650806749
-8.10821086295101,-10.692146192902424,-12.331436164226089,-13.086766839982966,-13.114296103417823,-13.110550290196615,-13.117453962841305,-13.120390241142392,-13.116190098175194,-13.11366384502674,-13.115022595468005,-13.119314868524413,-13.114335220444612,-13.112202979100012,0,-13.120244354667998,-13.128757219233929,-13.121412982691384,-13.086622601773174,-13.124503018678608,-13.120952668726472,-13.132471956994411,-13.095613491767141,-13.221082426916054,-13.362864734281864
