0,2.4444615405095316e-16,-0.15921031860072063,-0.3513850127594424,-0.358633633967034,-0.3349047835246428,-0.29429255727659887,-0.2614324294902486,-0.23664753786174225,-0.21413357870339567,-0.19713710623196032,-0.18021651830119842,-0.15872457339485024,-0.15600754361715113,-0.15876892922129696
2.4444615405095316e-16,0,-0.31842063720144503,-0.5325715817321612,-0.45285122905719266,-0.38194380040177967,-0.3121144931120084,-0.2647737757194428,-0.2329573246265102,-0.20626031081858157,-0.1874391974298227,-0.16920539511203794,-0.1459666465861576,-0.14479437019784314,-0.1495521213767679
-0.15921031860072063,-0.31842063720144503,0,-0.7467225262628874,-0.4710879754507886,-0.35560845927087165,-0.26838156551755427,-0.21983825152561806,-0.19177010703293926,-0.16869564417142366,-0.15403976484008525,-0.13883908857669156,-0.11689625968889654,-0.1203736683854061,-0.12962041233223218
-0.3513850127594424,-0.5325715817321612,-0.7467225262628874,0,-0.19545342463868426,-0.18674393154689445,-0.14033585477890692,-0.123593499485655,-0.11825089084207098,-0.10958921464608422,-0.10604597286324655,-0.09813265564728442,-0.07994254756781233,-0.09077106914024845,-0.10649270361907166
-0.358633633967034,-0.45285122905719266,-0.4710879754507886,-0.19545342463868426,0,-0.178034438455102,-0.10649397256965298,-0.09830138073439997,-0.1009385761338851,-0.0951604461086315,-0.0947273548271127,-0.08766536281619368,-0.06775907357041454,-0.08318999425681736,-0.10314848498332317
-0.3349047835246428,-0.38194380040177967,-0.35560845927087165,-0.18674393154689445,-0.178034438455102,0,-0.03495350668420288,-0.06899283088241866,-0.08760289890763588,-0.0848477877627789,-0.08770788550270608,-0.08063374415278346,-0.05750878726141121,-0.0786466428356819,-0.10350550199171608
-0.29429255727659887,-0.3121144931120084,-0.26838156551755427,-0.14033585477890692,-0.10649397256965298,-0.03495350668420288,0,-0.10303215508063245,-0.11135605232385616,-0.0953468088984609,-0.09515133728008585,-0.08323799822106165,-0.05276183819836106,-0.08037089493196226,-0.11037077787905251
-0.2614324294902486,-0.2647737757194428,-0.21983825152561806,-0.123593499485655,-0.09830138073439997,-0.06899283088241866,-0.10303215508063245,0,-0.11967994956708017,-0.08744861236260652,-0.09110450320296767,-0.07604456215118391,-0.03780749414420831,-0.07757752253145415,-0.11577571931544389
-0.23664753786174225,-0.2329573246265102,-0.19177010703293926,-0.11825089084207098,-0.1009385761338851,-0.08760289890763588,-0.11135605232385616,-0.11967994956708017,0,-0.055217275158135765,-0.08279798469505208,-0.06436133237133294,-0.015502729073509705,-0.07596435528006848,-0.12553722750273696
-0.21413357870339567,-0.20626031081858157,-0.16869564417142366,-0.10958921464608422,-0.0951604461086315,-0.0848477877627789,-0.0953468088984609,-0.08744861236260652,-0.055217275158135765,0,-0.1103786942319679,-0.061263800667826634,0.010475338427157518,-0.08456216526229382,-0.1477933915651096
-0.19713710623196032,-0.1874391974298227,-0.15403976484008525,-0.10604597286324655,-0.0947273548271127,-0.08770788550270608,-0.09515133728008585,-0.09110450320296767,-0.08279798469505208,-0.1103786942319679,0,-0.012148907103684102,0.07467306234519505,-0.09998205514800154,-0.18233781601766105
-0.18021651830119842,-0.16920539511203794,-0.13883908857669156,-0.09813265564728442,-0.08766536281619368,-0.08063374415278346,-0.08323799822106165,-0.07604456215118391,-0.06436133237133294,-0.061263800667826634,-0.012148907103684102,0,0.16149503179407404,-0.18747814366050594,-0.2672637407087423
-0.15872457339485024,-0.1459666465861576,-0.11689625968889654,-0.07994254756781233,-0.06775907357041454,-0.05750878726141121,-0.05276183819836106,-0.03780749414420831,-0.015502729073509705,0.010475338427157518,0.07467306234519505,0.16149503179407404,0,-0.5364513191150844,-0.43677853055909815
-0.15600754361715113,-0.14479437019784314,-0.1203736683854061,-0.09077106914024845,-0.08318999425681736,-0.0786466428356819,-0.08037089493196226,-0.07757752253145415,-0.07596435528006848,-0.08456216526229382,-0.09998205514800154,-0.18747814366050594,-0.5364513191150844,0,-0.3371057420031043
-0.15876892922129696,-0.1495521213767679,-0.12962041233223218,-0.10649270361907166,-0.10314848498332317,-0.10350550199171608,-0.11037077787905251,-0.11577571931544389,-0.12553722750273696,-0.1477933915651096,-0.18233781601766105,-0.2672637407087423,-0.43677853055909815,-0.3371057420031043,0
